id,title,manufacturer,price
1013,marine aquarium 2.0 ( pc & mac ),encore,29.99
1014,elementary advantage 2008,encore,39.99
1015,finale songwriter 2007,finale,49.95
1016,math success deluxe 2007,topics entertainment,39.99
1017,language lab german,topics entertainment,39.99
1018,wheel of fortune deluxe,encore,19.99
1019,neuratron photoscore professional 4,sibelius-software-ltd .,199.99
1020,elementary school advantage 2007,encore software,29.99
1021,resumemaker professional 12.0,individual software,29.99
1022,panda internet security 2007 3-user,panda software,69.95
1023,aquarium 3 in 1 collection limited edition for win/mac,encore software,19.99
1024,punch super home suite 3.0,punch ! software,49.99
1025,e-mu em8669 modern symphonic orchestra,e-mu,499.99
1026,final draft scriptwriter 's suite [ final draft 7 & final draft av2 ],final draft,349.99
1027,q * bert,encore,9.99
1028,makemusic finale 2007 win/mac,emedia,600.0
1029,westward,encore software,19.99
1030,final draft av 2.5 win/mac,final draft,199.99
1031,singleclick network now ! pro,encore software,39.99
1032,finale allegro 2007,finale,199.95
1033,pc professor fuji 's kakuro,encore software,9.99
1034,marine aquarium 2.5 virtual undersea paradise win/mac,encore software,19.99
1035,riverdeep spongebob squarepants typing fun,riverdeep,
1036,brain food games : cranium collection 2006,encore,19.95
1037,brain food games : cranium collection 2006,encore,19.95
1038,printmaster 17 gold by encore software,encore software,30.66
1039,who wants to be a millionaire ?,encore,9.95
1040,encore the big box of art 410 000 460001 ),encore software,19.99
1041,fate,encore,19.99
1042,genuine fractals print pro 4.1 sharpener pro 2.0,onone software,
1043,monopoly tycoon,encore,9.99
1044,hoyle puzzle & board games 2007,encore software,19.99
1045,jackpot tycoon ( jewel case ),encore,9.99
1046,riverdeep kissing canines,riverdeep,
1047,game of life jc,encore,9.99
1048,monopoly platinum edition,encore,19.99
1049,home & business lawyer dlx 2006 by broderbund,encore software,
1050,middle school advantage 2008,encore,39.99
1051,tlc clue finders math learning system sb by riverdeep,encore software,19.99
1052,reader rabbit learn to read phonics pre kindergarten,the learning company,9.99
1053,high school advantage 2008,encore,39.99
1054,professor fujis sudoku deluxe by encore,encore software,19.99
1055,high school advantage 2007,encore software,29.95
1056,the print shop 21 standard by broderbund,encore software,
1057,quarkxpress 7 for mac/win .,quark,1289.42
1058,pitstop pro 7.0 upgr 6.x or higher,enfocus software,199.0
1059,quarkxpress 7 windows & macintosh ),quark,899.0
1060,web.com site builder & hosting suite sb by web.com,encore software,49.99
1061,datawatch monarch v7 ntwk-starter cd most 8u fpm32c070-a08n ),datawatch,
1062,pc tools spyware doctor 2007 sb cs by pc tools,encore software,29.99
1063,lotus dev . ibm informix online personal edition media bb0d4na ),lotus development corp,
1064,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software,19.99
1065,ares rising,interplay,69.95
1066,the print shop design suite pro ed sb cs by the print shop,encore software,199.99
1067,evergirl,thq,14.99
1068,the print shop elements : labels & logos sb cs by the print shop,encore software,
1069,hasbro family game collection 2006,encore software,19.99
1070,wasp barcode fontware w/add-ins,informatics,195.0
1071,windows xp pro nx7400 o/s,hewlett packard,
1072,marine aquarium & goldfish screen saver by encore software,encore software,
1073,backyard sports backyard basketball and backyard football,humongous entertainment,19.99
1074,family tree maker version 16 collectors edition sb cs,encore software,99.99
1075,modeless liquid ledger personal finance software ( mac ),csdc,79.99
1076,the print shop 22 sb cs by the print shop,encore software,
1077,portfolio 8 stand-alone 1-usr boxed,extensis,
1078,3d home architect home v. 8 by encore software,encore software,39.99
1079,tropico 2 : pirate cove ( mac ),destineer inc,29.99
1080,adventure workshop 4th-6th grade 7th edition,encore software,19.99
1081,stuffit deluxe v 10.0 ( mac ),smith-micro-software,79.99
1082,pitstop pro 7.0 upgr 5.x or below,enfocus software,299.0
1083,nova greeting card factory ( mac ),nova development,49.99
1084,riverdeep the print shop zoom dvd,riverdeep,
1085,burning monkey solitaire 4.0,freeverse software,24.95
1086,calendar creator platinum sb cs by riverdeep,encore software,29.99
1087,captain america the complete comic collection win/mac,git corp,49.95
1088,suitcase fusion 1u box,extensis,
1089,e-mu em8685 beat garden x emulator x2/proteus x2 soundset,e-mu,129.99
1090,the sims 2 ( mac ),aspyr media,49.99
1091,soundtrack 1.2,apple,199.99
1092,call of duty 2 dvd-rom ( mac ),aspyr media,49.99
1093,final cut express 2.0 upgrade,apple computer,99.99
1094,detto move2mac usb,detto-technologies-inc,71.31
1095,allume aquazone seven seas deluxe,allume,38.89
1096,apple remote desktop 2.2 10 client ( old version ),apple,299.0
1097,spy sweeper with antivirus/child safe,webroot software,39.95
1098,rollercoaster tycoon 3 ( mac ),aspyr media,49.99
1099,webroot spysweeper antispyware 3 user,webroot software,39.99
1100,poser 7 win 2000 xp mac os 10.4 & up,aladdin systems,199.99
1101,steinberg cubase studio 4,steinberg,499.99
1102,john deere : busy days in deerfield valley,destineer publishing,19.99
1103,genuine fractals print pro 5 1u,onone software,299.95
1104,history ( dvd ) ( pc & mac ),fogware publishing,
1105,punch ! master landscape & home design,punch ! software,59.99
1106,zend studio 5.1 ( win/mac ),zend-technologies-inc .,299.0
1107,pitstop pro 7.0,enfocus software,699.0
1108,3d bridge deluxe ( mac ),freeverse software,24.99
1109,halo ( mac ),macsoft,29.99
1110,the print shop 22 pro publisher deluxe sb cs by the print shop,encore software,99.95
1111,apple final cut studio 2 ( mac ),apple,1299.0
1112,railroad tycoon 3 ( mac ),macsoft,19.99
1113,logic express 7.2 upgrade from logic express 6,apple-computer - ( direct ),99.0
1114,webroot spy sweeper antispyware 5.x,webroot software,29.95
1115,punch ! master landscape professional & home design v 10.0,punch ! software,69.95
1116,aquazone bass edition,smith-micro-software,19.99
1117,dk rainbow fish most beautiful fish in the ocean,encore,9.99
1118,adobe creative suite cs3 master collection upsell,adobe,1999.0
1119,apple remote desktop 3 10 managed systems,apple,299.0
1120,caillou ready for school ( pc & mac ),brighter-minds-media-inc .,19.99
1121,totally spies : zombie jamboree ( win/mac ),brighter-minds-media-inc .,9.95
1122,apple xsan ( mac ),apple,
1123,business card composer ( mac ),belight software,39.99
1124,emedia print music 2006 win/mac,makemusic !,69.99
1125,adobe solution expert support,adobe,299.0
1126,totally spies : total swamp romp ( pc & mac ),brighter-minds-media-inc .,19.99
1127,steinberg sequel ( pc or mac ) music creation & performance software,steinberg,129.0
1128,miraizon cinematize 2 ( mac ),miraizon,69.99
1129,bias deck le 3.5 macintosh cd,bias,99.0
1130,adobe cs3 design premium macosx dvd,adobe,599.0
1131,power production storyboard quick,power production,
1132,civilization iv dvd-rom ( mac ),aspyr media,49.99
1133,apple shake 4.1 visual effects ( mac ),apple computer,499.0
1134,comic book library,marvel,49.99
1135,taxcut home & bus + state + sage includes act 8.0 & peachtree 2007,h & r block,
1136,mediafour macdrive 6 for windows,mediafour corporation,49.99
1137,wavelab studio 6,steinberg-media-technologies,399.99
1138,net ad creator,laughing bird,39.99
1139,cakewalk sonar 6 producer ed,cakewalk,799.0
1140,iomega nas 400e expansion chassis 1tb 1u,iomega,2699.0
1141,appleworks 6.2.9,apple,79.0
1142,adobe captivate 2.0,adobe,1083.95
1143,crystal 3d impact ! pro 1.25 ( jewel case ),crystalgraphics,79.0
1144,play music together mac,iplaymusic,39.99
1145,microsoft office 2004 standard ( mac ),microsoft,399.99
1146,swift publisher for mac,global-marketing-partners,39.99
1147,zoo tycoon 2 ( mac ),destineer,39.99
1148,sibelius 4 professional edition,sibelius-software-ltd .,599.99
1149,burning monkey mahjongg ( mac ),freeverse software,24.99
1150,40 years of the x-men,git corp,49.99
1151,pc tools spyware doctor 2007,encore,29.95
1152,x-plane v8 ( mac ),graphics-simulations-corporation,49.99
1153,drive genius by prosoft engineering inc,global-marketing-partners,129.0
1154,finale 2006 ( pc & mac ),emedia,600.0
1155,istopmotion,navarre,39.95
1156,pro digital frame bundle 1u,onone software,99.95
1157,internet cleanup 4.0 mac os 10.4 or higher,smith-micro-software,29.99
1158,burning monkey solitaire 2005 edition,freeverse software,24.99
1159,nero 7 ultra edition enhanced pc & home entrmnt soln,neso usa,99.99
1160,apple mac os x tiger 10.4.6 ( mac dvd ),apple computer,129.0
1161,faxstf pro mac os 10.3.9 or above,aladdin systems,49.99
1162,motu digital performer 5 digital audio software competitive upgrade ( mac only ),motu,395.0
1163,spring cleaning 9.0 for mac os 10.4 & above,aladdin systems,49.99
1164,g7 kontakt edition,sibelius-software-ltd .,99.99
1165,chronos stickybrain 3.0 ( mac ),chronos l.c.,34.99
1166,cakewalk sonar 6 studio,cakewalk,369.0
1167,micromat techtool protege with firewire device,micromat,
1168,sibelius compass,sibelius-software-ltd .,159.99
1169,print explosion deluxe 3.0 ( mac ),nova development,49.99
1170,steinberg cubase 4 digital audio software,steinberg,999.99
1171,stuffit deluxe 11,aladdin systems,79.99
1172,symc ghost solution suite 2.0 media,symantec,35.57
1173,amazing spider-man complete comic book collection win/mac,git corp,49.99
1174,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0
1175,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199.0
1176,valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95
1177,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99
1178,band in a box 2007,pg-music-inc .,99.0
1179,microspot x-rip ( mac ),microspot ltd,349.99
1180,bias peak le 5,bias,129.0
1181,the logo creator ( mac ),laughing bird,39.99
1182,onone software pxl smartscale windows and macintosh ),onone software,
1183,sims 2 pets expansion pack,aspyr media,34.99
1184,iview mediapro 2.5,global marketing,199.99
1185,3d home architect landscape design deluxe version 9,encore,29.99
1186,adobe creative suite cs3 web standard [ mac ],adobe,999.0
1187,clickart 1.2 million 2006 dvd,encore software,
1188,photoframe pro 3.0 1u,onone software,
1189,pc tutor learn windows vista & office 2007,nova development,29.99
1190,punch ! professional home design,punch ! software,89.99
1191,sims 2 glamour life stuff pack,aspyr media,24.99
1192,mcafee virusscan plus 3 user,mcafee,59.99
1193,mask pro 4.0 1u,onone software,159.95
1194,roxio toast 8 titanium,roxio,99.95
1195,home design architect series 3000 v10 .0,punch ! software,149.95
1196,individual small business advantage deluxe 2006,individual,49.99
1197,finale 2007 academic ( win/mac ),emedia,350.0
1198,quickbooks point-of-sale basic 6.0,intuit,799.95
1199,dreamweaver cs3 9 mac ed 1u,adobe-education-box,199.0
1200,true crime streets of la ( mac ),aspyr media,19.99
1201,learn english ( win/mac ) ( jewel case ),fogware publishing,9.99
1202,caillou magical adventures,brighter-minds-media-inc .,19.99
1203,corefx three level,core learning,59.95
1204,space ( dvd ) ( pc & mac ),fogware publishing,29.99
1205,micromat diskstudio mac ),micromat,99.0
1206,contentbarrier x4 10.4 single user ( mac ),intego,49.99
1207,stuffit deluxe 11,aladdin systems,49.99
1208,tune tools for ipod ( win/mac ),valusoft,19.99
1209,flash action phonics made easy,school zone,14.99
1210,kaplan sat/act/psat gold 2007 win/mac,topics entertainment,29.99
1211,enteractive fps creator windows ),enteractive inc. .,
1212,math success deluxe 2008,topics entertainment,49.99
1213,money home & business 2007 win32 eng na mini box us only cd,microsoft,139.43
1214,multiplication and division grades 3-4,school zone,9.99
1215,microsoft digital image suite 2006 plus pinnacle studio 10.0,microsoft,99.95
1216,macbackup,macware,29.99
1217,stubbs the zombie in rebel without a pulse ( dvd ) ( mac ),aspyr media,9.99
1218,civil air patrol : search & rescue,abacus,29.99
1219,the movies ( mac ),feral interactive,49.95
1220,atlantis quest,got game,19.99
1221,ulead videostudio 10,corel,69.99
1222,guild wars nightfall,ncsoft,49.99
1223,montage ( mac ),mariner software,149.95
1224,giggles computer funtime for baby shapes ( win/mac ),navarre ( software ),24.95
1225,sony acid pro 6 professional music workstation,sony-pictures-digital-entertainment,499.95
1226,calculation skills v1 add & sub basic core learning,sos-aggregation-company,
1227,sony super duper music looper,sony-media-software,19.99
1228,learn to play chess with fritz and chesster ( mac ),viva media,29.99
1229,adobe photoshop cs2 advanced techniques by julieanne kost,software cinema,
1230,quickverse mac bible study 2007 gold box,findex,349.95
1231,adobe framemaker 7.2 ( windows ),adobe,1445.9
1232,sound forge 9.0,sony media,399.96
1233,audio success suite edition : sales success,topics entertainment,19.95
1234,logic express 6,apple,299.99
1235,photoshop elements 4 edu mac 1u,adobe-education-box,69.0
1236,pc cakewalk guitar tracks pro 3,cakewalk,149.99
1237,dvo cook 'n deluxe 6.0 ultimate recipe organizer,dvo enterprises,39.99
1238,sound forge audio studio 9,sony media,69.59
1239,close quarters conflict,groove media,19.99
1240,upgrade acid pro 6 boxed,sony-pictures-digital-entertainment,305.18
1241,quicken legal business pro 2007,nolo press,79.99
1242,peachtree by sage premium accounting 2007,sage software,499.99
1243,prey,aspyr media,39.99
1244,peachtree by sage pro accounting 2007,sage software,169.99
1245,gsp greatest moments of our time,global-software-publishing-north-america-inc,9.99
1246,peachtree by sage complete accounting 2007,sage software,269.99
1247,audio success series : winning strategies,topics entertainment,
1248,american idol extreme music creator,sony media,49.95
1249,window washer,navarre ( software ),29.95
1250,emedia piano and keyboard method volume 1,emedia,59.99
1251,adobe acrobat standard 8.0,adobe,449.99
1252,adobe photoshop cs2 fundamental techniques by julieanne kost,software cinema,
1253,reel deal casino shuffle master edition,phantom efx,19.99
1254,john deere : welcome to merriweather farm,global-software-publishing,19.99
1255,sony acid pro 5,sony,399.95
1256,galaxy of games 5000,2k games,19.99
1257,total 3d home & landscape design suite version 9,individual software,39.99
1258,punch ! home design architectura series 18,punch ! software,129.99
1259,print shop 22 pro publisher deluxe,encore,99.99
1260,hijack2,navarre ( software ),39.95
1261,intervideo dvd copy 5 express,corel,29.99
1262,adobe flash pro cs3 upgrade [ mac ],adobe,199.0
1263,photoedit 2 ( mac ),macware,29.99
1264,punch ! professional home design suite,punch ! software,69.99
1265,3 great games for guys,dreamcatcher interactive,29.99
1266,sony sound forge audio studio 8,sony-pictures-digital-entertainment,69.99
1267,places ( pc & mac ),fogware publishing,29.99
1268,acid music studio 7,sony media,78.95
1269,punch 5 in 1 home design,punch ! software,39.99
1270,xtreme photostory on cd and dvd 6,magix entertainment,29.99
1271,anime studio 5 win 98/me 2000/xp mac os 10.4 & up,aladdin systems,49.99
1272,punch ! home design architectural series 18,punch ! software,129.99
1273,adobe soundbooth cs3,adobe,199.0
1274,wingnuts 2 ( mac ),freeverse software,29.99
1275,punch ! super home suite,punch ! software,49.99
1276,quickverse bible premier suite,individual software,39.99
1277,palo alto marketing plan pro 9.0,palo-alto-software,179.0
1278,easy video editor 2.0 by honest technology,global-marketing-partners,50.88
1279,palo alto business plan pro premier 2007,palo-alto-software,199.0
1280,national parks : enhanced scenery add-on for microsoft flight simulator 2002 & 2000,abacus,19.99
1281,palo alto business plan pro 2007,palo-alto-software,99.95
1282,adobe after effects cs3,adobe,999.0
1283,namo webeditor 2006,namo,99.99
1284,punch ! master landscape & home design,punch ! software,99.99
1285,black & white platinum pack ( mac ),feral interactive,29.99
1286,webroot desktop firewall,webroot software,29.99
1287,punch ! 5 in 1 home design,punch ! software,39.99
1288,city of heroes good vs. evil edition,nc soft,29.99
1289,business card factory deluxe 3.0,nova development,29.99
1290,punch ! home design architectural series 4000 v10,punch ! software,199.99
1291,big tiny little a tiny little christmas,yamaha,34.95
1292,small business server 2003 20u cal addpak user,microsoft,
1293,systemsuite 8 professional,individual software,49.99
1294,jumpstart 4th-6th grade v 2.0 b43,knowledge adventure,19.99
1295,pcdefense,avanquest software,29.95
1296,starry night astronomy screensaver win/mac,imaginova,19.99
1297,quickverse sermon builder 4.0,findex.com inc,69.95
1298,ultra sudoku/ultra kakuro,abacus,29.95
1299,snap ! spelling ( jewel case ),topics entertainment,19.95
1300,acad vegas movie studio + dvd 8 platinum,sony-pictures-digital-entertainment,
1301,bitdefender antivirus 10.0 [ 2 year subscription for 2 pcs ],global-marketing-partners,39.95
1302,scrabble with bonus clue,encore,19.99
1303,scrabble complete ( jewel case ),encore,9.99
1304,piano wizard premier software & stickers & midi cable,re : launch,149.95
1305,microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799.0
1306,emedia guitarpro 5 win/mac,emedia,59.99
1307,spycatcher 2007for pc,avanquest,19.99
1308,intuit quicken home inventory manager windows,intuit,34.95
1309,academy award winners,yamaha,31.95
1310,ca antivirus 2007,computer associates,39.95
1311,zonealarm pro firewall,zone labs,39.99
1312,sales skills 2.0 ages 10 +,victory multimedia,19.95
1313,brain builder,core learning,19.95
1314,return to castle wolfenstein ( mac ),aspyr media,29.99
1315,solitaire antics deluxe,masque publishing,
1316,aircraft collector 's second edition,abacus,19.95
1317,findex quickverse bible study 2007 bible-suite,findex,
1318,treasure mountain ! ( jewel case ) ages 5-9 for win/mac,riverdeep,9.99
1319,video patrol 5.0 by honest technology,global-marketing-partners,50.86
1320,snap ! kakuro,topics entertainment,4.99
1321,instant immersion american sign language win/mac,topics entertainment,9.99
1322,adobe creative suite cs3 design premium upsell,adobe,1599.0
1323,simple slide show,topics entertainment,19.99
1324,printmaster platinum v 17.0,encore software,39.99
1325,street atlas usa 2007 plus dvd,delorme,59.95
1326,jumpstart world 2nd grade,knowledge adventure,19.99
1327,great invasions,strategy first,39.99
1328,web graphics creator,sos-aggregation-company,39.95
1329,instant immersion translator deluxe 2.0,topics entertainment,49.99
1330,onone essentials for adobe photoshop elements version 2 full,onone software,59.95
1331,funny faces deluxe,fogware publishing,19.99
1332,emedia blues guitar legends,emedia,29.94
1333,age of empires iii : the warchiefs expansion pack ( mac ),destineer,34.95
1334,adobe creative suite cs3 web standard,adobe,999.0
1335,guitar tool worship edition,midisoft corporation,
1336,delorme topo usa mapping software 6.0 east region,delorme,49.95
1337,nero 8 ultra edition,nero inc.,99.95
1338,weekly reader mastering high school 2008,fogware publishing,29.99
1339,northstar for pc/mac,true-north-technology-inc .,99.99
1340,make music allegro 2007 labpack 5 user,makemusic !,375.0
1341,instant immersion hawaiian audio,topics entertainment,
1342,power translator 11 premium,language-engineering-co-llc,79.99
1343,liquid ledger personal finance,csdc,79.99
1344,sportsman 's double play,masque publishing,19.95
1345,jumpstart advanced preschool v2 .0,knowledge adventure,19.99
1346,visual thesaurus the thinkmap inc.,csdc,39.95
1347,phonics success essentials : grades 7-9,topics education,19.99
1348,cook 'n cd recipe cards,dvo enterprises,19.99
1349,adobe creative suite cs3 web standard upsell [ mac ],adobe,799.0
1350,train sim modeler design studio,abacus,39.99
1351,learn to play keyboard ( jewel case ),alfred publishing,9.99
1352,ufo afterlight,topware interactive,39.99
1353,instant immersion italian deluxe v2 .0 ( large box ),topics entertainment,29.99
1354,enemy territory : quake wars,aspyr media,49.99
1355,weekly reader mastering elementary/middle school math learning,fogware publishing,19.99
1356,sentinel : descendants in time,dreamcatcher interactive,19.99
1357,photostory on cd & dvd 5,magix entertainment,19.99
1358,flash remoting 1 alp ret eng cd 2u,adobe,3314.09
1359,shapes,school zone,9.99
1360,dragon naturally speaking standard v9,nuance-communications-inc .,99.99
1361,mediarecover,aladdin systems,29.99
1362,photo explosion 3.0,nova development,29.99
