id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
3467,Whip ( Bonus Track ),Famous to Most,Furious 7 ( Original Motion Picture Soundtrack ),"Soundtrack , Music",$ 1.29,This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:40,17-Mar-15
3468,"Young , Wild & Free ( feat . Bruno Mars )",Snoop Dogg,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],"Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack",$ 1.99,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:12,12-Dec-11
3469,Shell Shocked ( feat . Kill the Noise & Madsonik ) [ From `` Teenage Mutant Ninja Turtles '' ],"Juicy J , Wiz Khalifa & Ty Dolla $ ign",Shell Shocked ( feat . Kill the Noise & Madsonik ) [ From `` Teenage Mutant Ninja Turtles '' ] - Single,"Hip-Hop , Music,Hip-Hop / Rap , Soundtrack",$ 1.29,2014 Paramount Pictures under exclusive license to Atlantic Recording Corporation for the United States and WEA International for the World outside of the United States .,3:23,22-Jul-14
3470,We Dem Boyz,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ 1.99,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,19-Aug-14
3471,Burn Slow ( feat . Rae Sremmurd ),Wiz Khalifa,Burn Slow ( feat . Rae Sremmurd ) - Single,"Hip-Hop/Rap , Music",$ 1.29,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:42,4-Sep-15
3472,Whip ( Bonus Track ),Famous to Most,Furious 7 ( Original Motion Picture Soundtrack ),"Soundtrack , Music",$ 1.29,This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:40,17-Mar-15
3473,Crazy Beautiful ( Live ),Andy Grammer,Crazy Beautiful - Single,"Pop , Music , Rock",$ 1.29,2013 S-Curve Records,3:27,21-May-13
3474,Co-Pilot,Andy Grammer,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2014 S-Curve Records,3:04,5-Aug-14
3475,Co-Pilot,Andy Grammer,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2014 S-Curve Records,3:04,5-Aug-14
3476,Co-Pilot,Andy Grammer,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2014 S-Curve Records,3:04,5-Aug-14
3477,Co-Pilot,Andy Grammer,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2014 S-Curve Records,3:04,5-Aug-14
3478,Co-Pilot,Andy Grammer,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2014 S-Curve Records,3:04,5-Aug-14
3479,Co-Pilot,Andy Grammer,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2014 S-Curve Records,3:04,5-Aug-14
3480,Co-Pilot,Andy Grammer,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2014 S-Curve Records,3:04,5-Aug-14
3481,Co-Pilot,Andy Grammer,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2014 S-Curve Records,3:04,5-Aug-14
3482,Co-Pilot,Andy Grammer,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2014 S-Curve Records,3:04,5-Aug-14
3483,Co-Pilot,Andy Grammer,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2014 S-Curve Records,3:04,5-Aug-14
3484,Crazy Beautiful ( Live ),Andy Grammer,Crazy Beautiful - Single,"Pop , Music , Rock",$ 1.29,2013 S-Curve Records,3:27,21-May-13
3485,Crazy Beautiful ( Live ),Andy Grammer,Crazy Beautiful - Single,"Pop , Music , Rock",$ 1.29,2013 S-Curve Records,3:27,21-May-13
3486,Co-Pilot,Andy Grammer,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2014 S-Curve Records,3:04,5-Aug-14
3487,"Honey , I 'm Good .",Andy Grammer & Eli Young Band,"Honey , I 'm Good . - Single","Country , Music",$ 1.29,2015 S-Curve Records,3:18,14-Jul-15
3488,Good To Be Alive ( Hallelujah ),Andy Grammer,Good To Be Alive ( Hallelujah ) - Single,"Pop , Music",$ 1.29,2015 S-Curve Records,3:09,24-Aug-15
3489,Co-Pilot,Andy Grammer,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2014 S-Curve Records,3:04,5-Aug-14
3490,That 's What I Like ( feat . Fitz ),Flo Rida,My House,"Hip-Hop/Rap , Music , Rap",$ 1.29,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:15,7-Apr-15
3491,Whip ( Bonus Track ),Famous to Most,Furious 7 ( Original Motion Picture Soundtrack ),"Soundtrack , Music",$ 1.29,This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:40,17-Mar-15
3492,Ca n't Believe It ( feat . Pitbull ),Flo Rida,Ca n't Believe It ( feat . Pitbull ) - Single,"Hip-Hop/Rap , Music , Rap",$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:43,28-Jul-13
3493,Elevator ( feat . Timbaland ),Flo Rida,Mail On Sunday ( Deluxe Version ),"Hip-Hop/Rap , Music , Dirty South",$ 1.99,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:55,18-Mar-08
3494,Sugar ( Mondotek Remix Dub ),Flo Rida,Sugar Remixes ( feat . Wynter ),"Hip-Hop/Rap , Music , Dirty South , Dance",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,4:42,2-Jun-09
3495,Irresistible,Wisin & Yandel,Step Up 3D ( Original Motion Picture Soundtrack ),"Soundtrack , Music",Album Only,2010 This compilation 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:06,14-Jul-10
3496,Good Feeling ( Seductive Remix ),Flo Rida,Good Feeling ( Remixes ),"Dance,Music,Hip-Hop / Rap , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:45,15-Nov-11
3497,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,22-Jun-12
3498,Birthday,Flo Rida,Birthday - Single,"Hip-Hop/Rap , Music",$ 0.99,2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:04,4-Dec-07
3499,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,22-Jun-12
3500,Tempest,Deftones,Furious 7 ( Original Motion Picture Soundtrack ) [ Deluxe Version ],"Soundtrack , Music",Album Only,This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,6:05,17-Mar-15
3501,Elevator ( feat . Timbaland ),Flo Rida,Mail On Sunday ( Deluxe Version ),"Hip-Hop/Rap , Music , Dirty South",$ 1.99,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:55,17-Mar-08
3502,"Turn Around , Pt. 2",Flo Rida & Pitbull,"Turn Around , Pt. 2 - Single","Hip-Hop/Rap , Music , Rap , Electronic , Dirty South , Dance",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:58,17-May-11
3503,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,22-Jun-12
3504,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ DiscoTech Remix ]",Flo Rida,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ DiscoTech Remix ] - Single","Dance , Music",$ 1.29,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:26,30-Jun-15
3505,Elevator ( feat . Timbaland ),Flo Rida,Mail On Sunday ( Deluxe Version ),"Hip-Hop/Rap , Music , Dirty South",$ 1.99,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:55,17-Mar-08
3506,Money Right ( feat . Rick Ross & Brisco ),Flo Rida,Mail On Sunday,"Hip-Hop/Rap , Music , Pop , Dirty South",$ 1.29,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:16,18-Mar-08
3507,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Kasum Remix ]",Flo Rida,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Kasum Remix ] - Single","Dance , Music",$ 1.29,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:19,10-Jul-15
3508,Money Right ( feat . Rick Ross & Brisco ),Flo Rida,Mail On Sunday,"Hip-Hop/Rap , Music , Pop , Dirty South",$ 1.29,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:16,18-Mar-08
3509,Good Feeling ( Seductive Remix ),Flo Rida,Good Feeling ( Remixes ),"Dance,Music,Hip-Hop / Rap , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:45,15-Nov-11
3510,GDFR ( feat . Sage the Gemini and Lookas ) [ K. Theory Remix ],Flo Rida,GDFR ( feat . Sage the Gemini and Lookas ) [ Remixes ] - Single,"Hip-Hop/Rap , Music",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:07,21-Jan-15
3511,Money Right ( feat . Rick Ross & Brisco ),Flo Rida,Mail On Sunday,"Hip-Hop/Rap , Music , Pop , Dirty South",$ 1.29,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:16,18-Mar-08
3512,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane )",Flo Rida,"Only One Flo , Pt. 1","Hip-Hop/Rap , Music , Rap , Dirty South",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:36,24-Nov-10
3513,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,22-Jun-12
3514,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,22-Jun-12
3515,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,22-Jun-12
3516,Tell Me When You Ready ( feat . Future ),Flo Rida,Tell Me When You Ready ( feat . Future ) - Single,"Hip-Hop/Rap , Music , Rap",$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2:46,14-May-13
3517,Ca n't Believe It ( feat . Pitbull ) [ Radio Edit ],Flo Rida,Ca n't Believe It ( feat . Pitbull ) [ Radio Edit ] - Single,"Hip-Hop/Rap , Music",$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:40,10-Sep-13
3518,How I Feel ( Bang La Decks Radio Mix ),Flo Rida,How I Feel ( Remixes ) - EP,"Hip-Hop/Rap , Music , Rap , Electronic , Dance",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:00,21-Jan-14
3519,How I Feel ( Bang La Decks Radio Mix ),Flo Rida,How I Feel ( Remixes ) - EP,"Hip-Hop/Rap , Music , Rap , Electronic , Dance",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:00,21-Jan-14
3520,How I Feel ( Bang La Decks Radio Mix ),Flo Rida,How I Feel ( Remixes ) - EP,"Hip-Hop/Rap , Music , Rap , Electronic , Dance",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:00,21-Jan-14
3521,How I Feel ( Bang La Decks Radio Mix ),Flo Rida,How I Feel ( Remixes ) - EP,"Hip-Hop/Rap , Music , Rap , Electronic , Dance",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:00,21-Jan-14
3522,How I Feel ( Bang La Decks Radio Mix ),Flo Rida,How I Feel ( Remixes ) - EP,"Hip-Hop/Rap , Music , Rap , Electronic , Dance",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:00,21-Jan-14
3523,How I Feel ( Bang La Decks Radio Mix ),Flo Rida,How I Feel ( Remixes ) - EP,"Hip-Hop/Rap , Music , Rap , Electronic , Dance",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:00,21-Jan-14
3524,Wave ( MOTi Remix ),Crystal Fighters,Atlantic Records Miami 2014,"Dance , Music",$ 1.29,This Compilation 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:46,1-Apr-14
3525,GDFR ( feat . Sage the Gemini and Lookas ) [ K. Theory Remix ],Flo Rida,GDFR ( feat . Sage the Gemini and Lookas ) [ Remixes ] - Single,"Hip-Hop/Rap , Music",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:07,21-Jan-15
3526,Good Feeling ( Seductive Remix ),Flo Rida,Good Feeling ( Remixes ),"Dance,Music,Hip-Hop / Rap , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:45,15-Nov-11
3527,Good Feeling ( Seductive Remix ),Flo Rida,Good Feeling ( Remixes ),"Dance,Music,Hip-Hop / Rap , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:45,15-Nov-11
3528,Good Feeling ( Seductive Remix ),Flo Rida,Good Feeling ( Remixes ),"Dance,Music,Hip-Hop / Rap , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:45,15-Nov-11
3529,Good Feeling ( Seductive Remix ),Flo Rida,Good Feeling ( Remixes ),"Dance,Music,Hip-Hop / Rap , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:45,15-Nov-11
3530,Wild Ones ( Guy Scheiman Vocal Remix ),Flo Rida,Wild Ones ( Remixes ) [ feat . Sia ],"Dance,Music,Hip-Hop / Rap , Rap , Electronic , World",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,7:13,10-Feb-12
3531,Wild Ones ( Guy Scheiman Vocal Remix ),Flo Rida,Wild Ones ( Remixes ) [ feat . Sia ],"Dance,Music,Hip-Hop / Rap , Rap , Electronic , World",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,7:13,10-Feb-12
3532,Wild Ones ( Guy Scheiman Vocal Remix ),Flo Rida,Wild Ones ( Remixes ) [ feat . Sia ],"Dance,Music,Hip-Hop / Rap , Rap , Electronic , World",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,7:13,10-Feb-12
3533,Wild Ones ( Guy Scheiman Vocal Remix ),Flo Rida,Wild Ones ( Remixes ) [ feat . Sia ],"Dance,Music,Hip-Hop / Rap , Rap , Electronic , World",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,7:13,10-Feb-12
3534,Wild Ones ( Guy Scheiman Vocal Remix ),Flo Rida,Wild Ones ( Remixes ) [ feat . Sia ],"Dance,Music,Hip-Hop / Rap , Rap , Electronic , World",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,7:13,10-Feb-12
3535,Wild Ones ( Dave Winnel 's Godspeed Mix ),Flo Rida,Wild Ones ( feat . Sia ) [ Remixes ] Pt. 2 - EP,"Dance,Music,Electronic,Hip-Hop / Rap , Rap , World",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,6:02,24-Apr-12
3536,Wild Ones ( Dave Winnel 's Godspeed Mix ),Flo Rida,Wild Ones ( feat . Sia ) [ Remixes ] Pt. 2 - EP,"Dance,Music,Electronic,Hip-Hop / Rap , Rap , World",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,6:02,24-Apr-12
3537,Wild Ones ( Dave Winnel 's Godspeed Mix ),Flo Rida,Wild Ones ( feat . Sia ) [ Remixes ] Pt. 2 - EP,"Dance,Music,Electronic,Hip-Hop / Rap , Rap , World",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,6:02,24-Apr-12
3538,Wild Ones ( Dave Winnel 's Godspeed Mix ),Flo Rida,Wild Ones ( feat . Sia ) [ Remixes ] Pt. 2 - EP,"Dance,Music,Electronic,Hip-Hop / Rap , Rap , World",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,6:02,24-Apr-12
3539,Whistle ( Digi Remix ),Flo Rida,Whistle ( Remixes ) - Single,"Dance,Music,Electronic,Hip-Hop / Rap , Rap",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:31,26-Jun-12
3540,Whistle ( Digi Remix ),Flo Rida,Whistle ( Remixes ) - Single,"Dance,Music,Electronic,Hip-Hop / Rap , Rap",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:31,26-Jun-12
3541,Whistle ( Digi Remix ),Flo Rida,Whistle ( Remixes ) - Single,"Dance,Music,Electronic,Hip-Hop / Rap , Rap",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:31,26-Jun-12
3542,Who Dat Girl ( Hardwell Instrumental ),Flo Rida,Who Dat Girl ( feat . Akon ) [ Remixes ],"Dance,Music,Hip-Hop / Rap , Rap",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:24,11-Jan-11
3543,Who Dat Girl ( Hardwell Instrumental ),Flo Rida,Who Dat Girl ( feat . Akon ) [ Remixes ],"Dance,Music,Hip-Hop / Rap , Rap",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:24,11-Jan-11
3544,Who Dat Girl ( Hardwell Instrumental ),Flo Rida,Who Dat Girl ( feat . Akon ) [ Remixes ],"Dance,Music,Hip-Hop / Rap , Rap",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:24,11-Jan-11
3545,Who Dat Girl ( Hardwell Instrumental ),Flo Rida,Who Dat Girl ( feat . Akon ) [ Remixes ],"Dance,Music,Hip-Hop / Rap , Rap",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:24,11-Jan-11
3546,Who Dat Girl ( Hardwell Instrumental ),Flo Rida,Who Dat Girl ( feat . Akon ) [ Remixes ],"Dance,Music,Hip-Hop / Rap , Rap",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:24,11-Jan-11
3547,Who Dat Girl ( Hardwell Instrumental ),Flo Rida,Who Dat Girl ( feat . Akon ) [ Remixes ],"Dance,Music,Hip-Hop / Rap , Rap",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:24,11-Jan-11
3548,Who Dat Girl ( Hardwell Instrumental ),Flo Rida,Who Dat Girl ( feat . Akon ) [ Remixes ],"Dance,Music,Hip-Hop / Rap , Rap",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:24,11-Jan-11
3549,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ]",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,19-Apr-11
3550,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ]",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,19-Apr-11
3551,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ]",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,19-Apr-11
3552,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ]",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,19-Apr-11
3553,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ]",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,19-Apr-11
3554,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ]",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,19-Apr-11
3555,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ]",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,19-Apr-11
3556,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ]",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,19-Apr-11
3557,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ]",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,19-Apr-11
3558,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ]",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,19-Apr-11
3559,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ]",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,19-Apr-11
3560,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ]",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,19-Apr-11
3561,Good Feeling ( Seductive Remix ),Flo Rida,Good Feeling ( Remixes ),"Dance,Music,Hip-Hop / Rap , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:45,15-Nov-11
3562,Hot Mess ( Nervo Remix ),Cobra Starship,"Atlantic Dance , Vol . 1 - The Radio Edits","Dance , Music",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:57,9-Aug-10
3563,Club Ca n't Handle Me ( Ridney Remix ),Flo Rida,Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP,"Dance , Music",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,6:10,17-Aug-10
3564,Club Ca n't Handle Me ( Ridney Remix ),Flo Rida,Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP,"Dance , Music",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,6:10,17-Aug-10
3565,Club Ca n't Handle Me ( Ridney Remix ),Flo Rida,Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP,"Dance , Music",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,6:10,17-Aug-10
3566,Club Ca n't Handle Me ( Ridney Remix ),Flo Rida,Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP,"Dance , Music",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,6:10,17-Aug-10
3567,Club Ca n't Handle Me ( Ridney Remix ),Flo Rida,Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP,"Dance , Music",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,6:10,17-Aug-10
3568,SMH ( Shakin My Head ) [ feat . Flo Rida ],Detail & Flo Rida,SMH ( Shakin My Head ) [ feat . Flo Rida ] - Single,"Hip-Hop/Rap , Music , Rap",$ 0.99,"2010 Universal Republic Records , a division of UMG Recordings , Inc.",3:23,12-Oct-10
