"id","title","description","manufacturer","price"
"b0009i5px0","norton antivirus mac 10.0 (mac)","norton antivirus 10 is a powerful antivirus solution for the newest and most sophisticated online threats. detect spyware and other non-virus threats removing them automatically for better defense against emerging online threats.","symantec",69.95
"b0000als2s","pop-up stopper professional","pop-up stopper professional eliminates those unwanted pop-up ads for all web browsers!","panicware",29.99
"b0001av65w","ideasoft photo clip art 10 000","stand out from the crowd with 10 000 unique photo images! these bright bold and brilliant photos come with solid changeable backgrounds making them as easy to use as clip art. from bananas to banjos cars to children dogs to ducks - there's a photo clip art image for every project!","nova development",0
"b000ofnrhy","adobe premiere pro cs3","tell your story with maximum impact using adobe premiere pro cs3 software the start-to-finish solution for efficient video production that now includes adobe encore cs3 and adobe onlocation cs3* (windows only) formerly the award-winning dv rack hd. save time from on-set capture using adobe onlocation through to output expand your creative options via integration with adobe after effects cs3 professional and photoshop and deliver your content to dvd blu-ray disc the web and mobile devices. the powerful editing finishing and delivery tools in adobe premiere pro are now available on both mac and windows operating systems. maintain control of your media with multiple project panels customizable panel display settings and instant file searches. export adobe encore cs3 projects as dvd blu-ray disc or flash. when you export as flash encore generates html flv and swf files that provide dvd-style chapter selection playback and interactivity through the flash player. capture edit and deliver to video dvd and the web adobe premiere pro cs3 software available for both mac and windows streamlines the entire video production process from direct-to-disk recording through editing to final delivery for tape disc the web and mobile devices. adobe premiere pro cs3 redefines productivity and flexibility for capturing editing and delivering video content. video professionals want to concentrate on storytelling--not on the nuts and bolts of production--and adobe premiere pro cs3 frees you to focus on telling your story. maximize image quality and work faster during shoots by using adobe onlocation cs3 software (requires windows and boot camp for mac ) included with adobe premiere pro to calibrate cameras monitor video signals and record directly to disk--all during the shoot. edit every major video format from dv to hd and beyond with adobe premiere pro cs3. improve efficiency and creativity with new workflow and new visual effects features. save time and expand creative options through tight integration with other adobe software including adobe after effects cs3 and adobe photoshop cs3. adobe encore cs3 software now included with adobe premiere pro cs3 lets you author once and then output to blu-ray disc dvd and flash swf for the web. adobe premiere pro supports additional delivery platforms including flash and mobile devices letting you reach the widest audience possible. audience benefit corporate and government video producers--adobe premiere pro cs3 provides the tools you need to ensure excellent production values while working quickly to stay on schedule. edit with precise control add stunning effects and move content smoothly to adobe after effects cs3 professional and photoshop for even more creative control. streamline the review process with adobe clip notes and output to multiple formats quickly and easily to reach more people everywhere. adobe premiere pro cs3 lets you communicate with high-quality video and imagery even with tight budgets and looming deadlines. event videographers--small crews and tight deadlines mean you need to work fast even while clients demand higher and higher production values. adobe premiere pro cs3 lets you capture events directly to disc with included adobe onlocation cs3* (windows only); work fast with precision editing tools including support for editing multicam shots; create compelling effects via tight integration with adobe after effects cs3 professional and photoshop cs3; and use the included copy of adobe encore cs3 to deliver content however your clients need it whether on dvd blu-ray disc the web or mobile devices. independent filmmakers--your passion is storytelling. your challenge is finding the right software to handle every aspect of the production process and deliver hollywood-quality imagery. adobe premiere pro cs3 meets this need with a complete toolset for capturing footage direct-to-disc editing imagery and creating titles in post-production producing dvds and delivering web-ready content to promote your films on the internet. and with the included video workshop and training materials you'll have help through every stage of production. post-production boutiques--enjoy advanced editing tools as well as the uncompromised image quality and real-time performance you need in professional broadcast and film post-production. work with all major formats enjoy powerful effects and media management tools get unparalleled integration with adobe after effects cs3 professional and photoshop software and increase efficiency with workflow enhancements such as adobe clip notes. with adobe premiere pro cs3 and adobe encore cs3 you can deliver your work in the format your client needs from adobe flash video through dvd and blu-ray disc to uncompressed hd. educators and students--adobe premiere pro cs3 offers a complete set of post-production tools that let you handle all aspects of filmmaking and post-production cost effectively from capturing and editing footage to creating titles dvds and promotional materials such as websites that feature video content. use flexible tools to express your creativity work with any file format on both windows and macintosh platforms and deliver your work across multiple media. what's new in adobe premiere pro cs3k dvd and blu-ray disc output with included adobe encore cs3 create dvd and blu-ray disc content with adobe encore cs3 software now included with adobe premiere pro cs3. work with the same encore authoring interface and features used to create standard-definition dvds. author once deliver twice: automatically convert your high-definition blu-ray disc projects to standard-definition dvds. high-quality slow motion with time remapping create dramatic slow- and fast-motion effects without exporting clips to another application. with precise keyframe control real-time feedback and excellent quality from advanced frame blending you can slow things down without compromising quality. or generate even better in-between frames through pixel-motion analysis with the timewarp effect. direct-to-disc recording with included adobe onlocation cs3* (windows only) save tape and time by eliminating capture from your production process. record sd and hd video directly to disc using adobe onlocation cs3 software included with adobe premiere pro cs3. instantly review each shot without shuttling tape. adobe onlocation automatically detects and flags problems to provide the best results. adobe encore cs3 projects for the web with one click easily create adobe flash versions of your dvd and blu-ray disc projects for the web. use adobe encore cs3 to create flash content complete with dvd interactivity and menus without learning flash programming. multiple project windows with smart file search find files faster with search tools that instantly update their results list as you type. sort and organize assets into multiple project windows each with its own graphical or text view setting. display and handle media files making project management easier and more efficient. professional on-set monitoring with adobe onlocation cs3 maximize camera image quality during shoots by using adobe onlocation cs3 to quickly calibrate your camera check levels and monitor your signal. use simple tools that function like their hardware equivalents to get results quickly and easily. the virtual reference monitor waveform monitor vectorscope and audio spectrum analyzer help you avoid problems and improve quality on location. create stunning slow-motion and other retiming effects directly in the timeline by setting and moving time remapping keyframe markers. improve the look of your video with the three-way color corrector and the other precision color-correction tools in adobe premiere pro. improved editing efficiency work faster with powerful and flexible editing tools. play video with nested audio sequences in real time without rendering. replace any clip in the timeline with a new clip while preserving the replaced clip's editing attributes and settings. use shortcuts to switch between workspace panels and save time. output for mobile devices make your video viewable on the latest delivery platforms. encode video for delivery to cell phones and other mobile devices and simulate playback on those devices to check video quality. download profile updates to simulate the latest devices. flash video export with markers converted to cue points encode video and audio for flash projects and web playback with direct flash video (flv) export. adobe premiere pro cs3 timeline markers become flash cue points that trigger interactivity and navigation. create flash video with ease. improve efficiency and incorporate a tapeless workflow during shoots by using adobe onlocation cs3* to monitor your camera's video signal and record it directly to a computer hard drive. the multi-camera window makes editing action recorded with several cameras or in multiple takes as easy as pointing and clicking. additional features efficient tools for creative editing create high-quality visual and editorial effects directly within the editing timeline. generate slow motion and other time-remapping effects with precise keyframe control and real-time feedback. add color correction lighting and other effects audio filters and more with fast flexible and built-in tools. edit footage from multicam shoots with ease and precision. comprehensive video format compatibility work with the formats you want. edit all standard- or high-definition formats from dv through hdv to hd and beyond (some formats may require additional hardware). broad range of supporting hardware and software for mac and windows choose from a wide range of mac and windows workstations and capture cards to build the editing system that exactly meets your needs and budget. enhance your system with additional plug-ins including many from adobe after effects software. dvd and blu-ray disc output with included adobe encore cs3 create dvd and blu-ray disc content with adobe encore cs3 software now included with adobe premiere pro cs3. work with the same encore authoring interface and features used to create standard-definition dvds. author once deliver twice: automatically convert your high-definition blu-ray disc projects to standard-definition dvds. superior integration with other adobe applications make the leading still and motion graphics applications adobe photoshop and after effects part of an efficient post-production workflow. import and animate photoshop layers. automatically create photoshop files that match the current project's frame size and aspect ratio. drag and drop or copy and paste clips and timelines between adobe premiere pro cs3 and after effects cs3 professional. direct-to-disc recording with included adobe onlocation cs3* (windows only) save tape and time by eliminating capture from your production process. record sd and hd video directly to disc using adobe onlocation cs3 software included with adobe premiere pro cs3. instantly review each shot without shuttling tape. adobe onlocation automatically detects and flags problems to provide the best results. professional on-set monitoring with adobe onlocation cs3 maximize camera image quality during shoots by using adobe onlocation cs3 to quickly calibrate your camera check levels and monitor your signal. use simple tools that function like their hardware equivalents to get results quickly and easily. the virtual reference monitor waveform monitor vectorscope and audio spectrum analyzer help you avoid problems and improve quality on location. delivery to the web and mobile devices make your video viewable on today's and tomorrow's delivery platforms. export as adobe flash video (flv). easily convert dvd projects complete with menus to flash swf files for web playback. encode for delivery to cell phones and other mobile devices and emulate playback on those devices to check playback quality. accelerated client review and approval with adobe clip notes expedite review cycles and avoid miscommunication with adobe clip notes. embed video into an adobe pdf file e-mail the file to your client to review and add timecode-specific comments and then view comments mapped to the adobe premiere pro cs3 timeline. multicam editing view multiple video tracks from a multiple-camera shoot easily sync via timecode and edit by switching between tracks in real time. rerecord sections of your edit make fine adjustments using all the standard timeline editing tools and easily adjust color correction across multiple shots even after editing. accelerated client review and approval with adobe clip notes expedite review cycles and avoid miscommunication with adobe clip notes. embed video into an adobe pdf file e-mail the file to your client to review and add timecode-specific comments and then view comments mapped to the adobe premiere pro cs3 timeline. mac os x compatibility use adobe premiere pro cs3 on the latest intel based macintosh computers. aaf and edl import/export exchange project metadata with major video film and audio applications via industry-standard advanced authoring format (aaf) aaf with edit protocol and edit decision list (edl) files (aaf import/export for windows only). comprehensive vtr support control video decks through rs-422 and rs-232 serial protocols or firewire for precise batch capturing recapturing and insert editing. file management with adobe bridge work more efficiently by using adobe bridge cs3 to search for and access your project files preview and apply settings run batch processes and tag assets with xmp metadata. * for macintosh users adobe onlocation requires boot camp and windows (purchased separately) or a separate windows based computer.","adobe",799
"b0001nm7zm","entertainment partners budgeting (mac)",,"entertainment partners",699
"b0000696oh","emedia intermediate guitar method win/mac","emedia intermediate guitar method is an easy way to take your guitar playing beyond basic chords and melodies. new techniques are demonstrated in over 175 lessons with full-motion video sound and an animated fretboard. you'll learn to play solos like the ones eric clapton and jimi hendrix made famous using newly acquired skills such as hammer-ons pull-offs bends vibrato and slides. barre chords and different strumming styles are covered in the rhythm chapters and there's a fingerstyle chapter as well. you can choose to learn using either tablature or standard music notation. intervals scales and the basics of improvisation are also covered in this comprehensive volume. emedia intermediate guitar method includes an animated fretboard that displays the fingering for each song and exercise in real time and is adjustable to four different viewing angles. included are over 50 songs recorded in multitrack audio which makes learning and listening to hit songs exciting. also available is a variable-speed midi track option allowing students to practice any song or exercise at the tempo they choose. the new scale directory provides fingerings recordings and variable-speed midi for over 200 scales making practicing and learning new scales easy. additional features include a built-in automatic tuner digital metronome recorder and 1 000-chord dictionary with audio playback. intermediate guitar method features many hit songs by artists such as eric clapton jimi hendrix the steve miller band johnny cash and jim croce.","emedia",59.99
"b000bi8m2e","super collapse 3","explore the world of super collapse 3! in this exciting new quest your journey will take you through ten different realms -- with many stops along the way. visit the shop in each town to purchase power-up items to help you in your quest. for a distraction take in ten entertaining new games in the casino of each town. you can play the classic collapse! games that you know and love along with three new challenging modes. challenge yourself to the new slider continuous and countdown modes. how long can you survive?","mumbo jumbo",19.99
"b0009n4gx0","timbuktu remote control softwre 2 licenses for windows & mac","timbuktu pro has been the standard for remote control software. now with the release of timbuktu pro version 8.0 timbuktu pro adds new layers of security more ways to find and connect to other users strong ssh encryption and compression of the data stream and a network push installer that allows you to install timbuktu pro on computers throughout your network.","netopia",199.99
"b000pgq8sm","apple final cut studio 2 upgrade from final cut studio (mac)","final cut studio 2 upgrade from final cut studio delivers an integrated post-production solution that lets you move effortlessly from editing to color grading to creating motion graphics to sculpting audio to multiformat encoding and dvd authoring. this powerful new version features final cut pro 6 motion 3 soundtrack pro 2 compressor 3 dvd studio pro 4 and color the newest member of the suite. craft the perfect story using a tightly integrated and innovative suite of products created specifically for video editors. with xml to share project data and quicktime to seamlessly move media between systems final cut studio 2 can fit into virtually any production pipeline or newsroom. editing unleashed final cut studio 2 helps take you beyond mere editing. discover the intuitive power of new creative tools designed expressly for final cut pro editors. rapidly move through editing to motion graphics audio editing and mixing color grading and delivery--all as a natural extension of the work you already do. final cut studio 2 puts a powerful new version of final cut pro at the center of an integrated post-production workflow. final cut studio 2 includes final cut pro 6 motion 3 soundtrack pro 2 compressor 3 dvd studio pro 4 and color--a brand-new application for professional color grading. it's a final cut world independent filmmakers. hollywood film editors. corporate video and event producers. editors with hourly deadlines cutting broadcast spots or network news. hundreds of thousands of creative professionals all over the world have made final cut pro their first choice for editing. it has rapidly become an industry standard. building on this success apple has designed each application in final cut studio 2 with final cut pro editors in mind. start working quickly with intuitive tools and familiar interfaces. whenever you're ready for precise control a comprehensive set of features is just a click away. the editor's choice final cut studio 2 is fast fluid and flexible. use a laptop on location and a desktop in the studio. start with the tools you already use today and extend your reach when you're ready. final cut studio 2 has everything you need in a single product. edit. use final cut pro 6 for native editing of virtually any format--from dv and sd up to hdv xdcam hd dvcpro hd and fully uncompressed hd. or use prores 422 a new post-production format from apple that offers uncompressed hd quality at sd file sizes. drag clips with different formats and even different frame rates into the new open format timeline. animate. create stunning 2d and 3d motion graphics in real time with motion 3 the fastest and most intuitive way to animate and express your creative vision. just drag and drop to make dramatic particle effects explode into 3d space; form vector-based paint strokes with the swish of a pen. new motion master templates let you edit text and drop in video without leaving final cut pro. mix. record and edit dialogue add music and effects and complete your mix with ease. soundtrack pro 2 lets you work faster than ever in its new streamlined interface. you can even produce in surround sound using innovative visual tools. if you make changes to your edit in final cut pro you can rapidly update your audio mix with the powerful conform feature in soundtrack pro. grade. give your production a signature look or create a consistent feel for shots from different sources. color is the newest member of the final cut studio family offering professional color grading that can elevate the quality of any production. deliver. use compressor 3 to create pristine-quality output for a wide range of delivery formats--including the web ipod iphone apple tv and broadcast servers. a streamlined new interface lets you batch-process encoding with point-and-click ease. if film is your destination use cinema tools 4 to output film lists that combine timecode and keycode in a single list. or use dvd studio pro 4 for professional dvd authoring and mastering. post-production without walls final cut studio 2 is not just a product. it's a platform. open standards encourage innovation giving developers and partners the freedom to create custom solutions. with xml to share project data and quicktime to seamlessly move media between systems final cut studio 2 can fit into virtually any production pipeline or newsroom. whether you're working in a group of 2 or 200 final cut studio lets you collaborate with ease. share media seamlessly across multiple workstations with xsan. use final cut server--with or without xsan--for media asset management and workflow automation that is deeply integrated with final cut studio 2. whether you're cutting commercials editing feature films or pushing out the nightly news final cut server helps you work faster whenever you're working together. final cut pro 6one timeline. infinite possibilities. mix and match source material--both formats and frame rates--in real time using the new open format timeline in final cut pro 6. create exactly the look you want for your projects with the complete set of professional color grading and finishing tools in color. easily create sophisticated 3d environments with depth and realism--with the real-time 3d multiplane compositing tools in motion 3. fly through audio editing and mixing create immersive soundtracks and easily conform audio to video edits using the new streamlined interface in soundtrack pro 2. deliver your best work quickly and easily to virtually any format encoding hands-free on your local mac or across a network of connected mac systems with compressor 3. produce sophisticated fully interactive studio-quality dvd titles with drag-and-drop ease using dvd studio pro 4. the first choice of professional editors worldwide final cut pro 6 delivers high performance digital nonlinear editing native support for virtually any video format and facility-class extensibility and interoperability. its workflow extends through the other final cut studio applications and final cut server for even more power. whether you're working solo or collaborating with a team final cut pro gives you more creative options and technical control than ever before including: broad format support incredible real-time effects comprehensive editing tools expanded power as the hub of final cut studio open extensible architecture colorcolor grading is in the house. color grading involves more than color correction. just as different soundtracks can make a particular scene feel humorous romantic or menacing the look created by a color grade can radically alter the tone and mood of a sequence. color apple's new professional color grading application makes it easy for editors to create signature looks for projects ranging from short video pieces to full-length theatrical films. color offers the following key features: real-time professional color grading dramatic color effects cinema-quality signature looks final cut studio workflows motion 3now playing in 3d. motion 3 takes the complexity out of 3d by extending the 2d tools you already use. with its intuitive interface and rich toolset the only limit is your imagination. send particles exploding through space. swing cameras around an object with breathtaking ease. squiggle a vector-based paint stroke in 3d through the cosmos. motion 3 lets you create 3d motion graphics with drag-and-drop ease startling performance and unprecedented color fidelity. this powerful upgrade to apple's award-winning motion graphics software features: an intuitive real-time design environment flexible animation tools 3d motion graphics done right breathtaking filters and effects numerous time-saving features soundtrack pro 2the next wave in audio post. soundtrack pro 2 offers unprecedented convenience and power to editors. fly through audio editing and mixing with a new streamlined interface that combines the multitrack timeline and waveform editor in a single view. easily create immersive soundtracks with innovative surround sound tools. automatically conform your audio edit to changes made in your video edit. with its familiar interface and intuitive tools soundtrack pro is the final cut pro of audio post-production. key features of soundtrack pro 2 include: streamlined multitrack interface professional editing and dialogue tools intuitive surround sound automatic audio conform process intelligent workflows compressor 3create once. debut everywhere. with increasing demand for media distribution in multiple formats--ranging from hd broadcast to an ipod screen--it's more important than ever to be able to output files efficiently while keeping quality high. the streamlined interface of compressor 3 lets you quickly configure batch processes for encoding to a wide range of industry standard formats. or create format and standards conversions at pristine quality through sophisticated optical flow technology. for the ultimate high-speed workflow set up distributed encoding over a shared-media network powered by xsan. key features of compressor 3 include: streamlined encoding workflow industry-standard encoding support pristine format conversions distributed encoding dvd studio pro 4simply powerful dvd authoring. dvd studio pro 4 makes it easy to extend your creative vision to every aspect of dvd authoring. whether your project is simple or sophisticated you'll enjoy using familiar easy-to-use tools to produce the perfect presentation of your sd or hd content. a comprehensive set of advanced features is available whenever you want more control. key features of dvd studio pro 4 include: intuitive design environment professional authoring tools versatile dvd mastering post-production workgroups collaborate with a small team of editors in a boutique post-production facility. or build a custom workfl ow for a global news network. whether you're sharing a small number of media assets over a lan or supporting hundreds of editors on a san final cut studio makes it easy for everyone to work together. shared media assets small workgroups can share media over a lan or wan by copying assets from a shared volume to a local workstation. for a scalable high-performance shared storage solution final cut studio editors can collaborate over a fibre channel storage area network (san) powered by xsan. with xsan every editor on a project has concurrent access to source media files and never needs to transfer assets between workstations. each mac system accesses shared files on the san as if the storage were directly attached. xsan can support hundreds of concurrent clients and can easily be expanded to provide more storage capacity and bandwidth as your needs grow. asset management and workflow automation meet final cut server apple's powerful new media asset management and workflow automation software. final cut server takes the headache out of managing large collections of media files then extends to tracking job status managing reviews and approvals and automating complex sequences of tasks--all with apple's legendary ease of use and all in a single product designed to work seamlessly with final cut studio. final cut server combines server software designed to run on mac os x with a cross-platform client that runs on either macintosh or windows-based computers. collaborate over a lan or wan with a small number of users or leverage the power of xsan to share media across a large number of workstations.","apple",499
"b000k6b2l0","steinberg halion symphonic orchestra virtual instrument (academic version)","halion symphonic orchestra puts the awesome emotive power and sheer sonic majesty of a full symphonic orchestra under your total control. evocative scores exquisite arrangements emotive accompaniments: hso is the ideal cost effective symphonic instrument for composition production and pre-production in music tv and film scoring and game sound. &nbsp; the luxuriously extensive content provided on three double layer dvds spans over 1200 instruments recorded in the very highest fidelity using top-of-the-range equipment. capturing every nuance and detail of a full palette and dynamic range of strings brass woodwind and percussion instruments the massive 27gb library includes an almost inexhaustible range of articulations and expressive playing techniques. and because the vast hso library is uniquely versatile halion symphonic orchestra sounds just as great in an rnb production as in a baroque chamber piece. feature highlights: complete symphonic orchestra with breathtakingly authentic strings brass woodwind and percussion 1250 instrument patches and combis in 27gb of samples extraordinarily expressive with full dynamic range covering all common articulations of each instrument richly detailed and perfectly balanced sound with adjustable real recorded ambience extremely versatile for all styles from baroque to rnb and everything in between outstanding playability and instant access to all the most important parameters efficient use of...","steinberg",374.99
"b000068nno","reader rabbit kindergarten version 1.1","kids (ages 4 to 6) discover core learning skills in this delightful age-appropriate learning environment featuring reader rabbit and friends. the dreamship is trapped and by way of balloon town and pointy palace kids get to put on their jumping shoes and bounce through a range of activities to uncover reader rabbit's ship. explore eight fun activities full of adventure and discovery. along the way reader rabbit and friends guide kids through phonics matching rhyming math and more. reader rabbit kindergarten 2002 is part of the award-winning reader rabbit children's educational software series. learning activities include cocoon balloon patterns piggy plane math and bounceketball dunk 'n rhyme. kids also enjoy this title's fun music stories movies and characters while the program's progress reports let parents see just where their child is advancing and where they might need some help. so that you're never without reader rabbit reader rabbit kindergarten 2002 comes with the bonus cd-rom reader rabbit's dreamship tales. it's bursting with added activities videos tunes and more than 100 printable games and activities--a great way to keep the fun going after you've turned the computer off.","the learning company",9.99
"b000ezp0n8","delorme topo usa mapping software 6.0 west region","topo usa 6.0 western region makes it a snap to get yourself used to unfamiliar territory wherever you travel in the western united states. it's got the mapping tools and information you need to plan out any trip. wherever you want to go topo usa 6.0 for the western region will help you get there. print out 2d & 3d maps with complete route profiles and your own mapnotes add draw objects on a map scale that provides the detail you want","delorme",49.95
"b00030iej6","soho labels & envelopes - chronos l.c.","soho labels & envelopes is the fastest way to design and print professional labels and envelopes on your macintosh. its next generation design eliminates the headaches typically associated with label and envelope printing so you can focus on your business.features: professional ready-made designs for labels envelopes and letterhead. 13 000+ designer-quality photos vector clip art and photos of objects 1 500+ supported label and envelope stocks from avery® dymo® apli etc. 100+ masks to create special effects on images and shapes 50 bitstream® commercial-grade fonts in postscript® format integrates with mac os x address book for seamless mail merge powerful design and typography tools including shapes fields etc. access iphoto albums and photos directly from graphics drawer. built-in scrapbook labels envelopes & letterhead galore: address labels zip disk labels audio tapes file folder labels floppy disk labels color coding labels video labels automated labels multiuse labels name badge labels permanent id labels warning labels product labels inventory barcode labels envelopes letterhead name tags gift tags office equipment labels business labels raffle tickets","chronos",29.99
"b000cfx744","stopzilla 4.0","stopzilla 4 offers real-time protection from spyware and adware. it's got the most advanced pop-up protection available and it also has integrated cookie cleaning and history removal. keep your pc security updated constantly with configurable alert warnings and automatic updates. make sure you always intercept unwanted intrusions and annoying online advertising. free 24/7 support via live chat email or toll free 800 number","roxio",47.33
"b000k2pa3a","h&r block taxcut 2006 premium federal + state with usb 256m flashdrive","h&r block taxcut premium federal +state comes pre-loaded and reusable on a 256 mb usb flash drive. premium federal + state has everything you need in one comprehensive program for any tax situation from 1040ez to schedule c plus the convenience of both federal and state tax software in one purchase. step-by-step interviews provide guidance customized to your unique needs. step-by-step guidance customized to your unique needs federal and state tax software in one purchase seamless integration find every feature and form from last year's deluxe and premium in just one program plus the convenience of both federal and state tax software in one purchase. taxcut seamlessly imports your data from last year's taxcut or turbotax as well as quicken and microsoft money. backed by professionals taxcut is the only do-it-yourself tax program backed by the experienced tax professionals at h&r block america's largest tax services company. h&r block taxcut: the ease you want. the accuracy you expect. guaranteed. estate planning empowerment includes complimentary copy of willpower software with valuable estate planning guidance and legal documents. interactive video library make sense of changing tax laws and achieve maximum deductions. extension interview included with any federal taxcut software purchase. kiplinger's tax and financial planning library make the most of your money with tax and financial information. irs publications view the most up-to-date irs publications. schedule c features extra help with depreciation business expenses and home deductions. investor assistance quickly determine the true cost basis for stocks bonds or mutual funds and tax consequences associated with company incentives and employee stock. additional tools for home owners assistance with mortgage deductions and capital gains tax liability when selling a home. delivered on convenient reusable storage taxcut premium federal +state is pre-loaded on a 256 mb usb flash drive. use this jump drive to transport files once the taxes are done. pre-loaded on a reusable 256 mb flash drive worry-free audit support rest easy knowing h&r block is there to help in the event of an audit. from outlining what to expect and providing guidance on how to prepare for an audit to having an h&r block enrolled agent represent you before the irs upon your request h&r block can help you manage the process. worry-free audit support features irs correspondence management h&r block will assist with all communication that is initiated by the irs/state department of revenue(s) audit preparation h&r block will provide detailed information regarding how to prepare for an audit and extend an offer for an h&r block enrolled agent to represent you in the event an audit.* audit representation an h&r block enrolled agent guides you through what to expect during the audit attends the audit with you and helps you manage the entire audit experience. how it works: 1. successfully e-file* your individual resident income tax return (federal or state) using taxcut or taxcut online (with paid federal return) and you are eligible to receive audit support at no additional charge for your 2005 return. 2. retain your e-file confirmation email for worry-free audit support confirmation. 3. if you receive a notice from the irs or state department of revenue or are audited h&r block will provide you with assistance with the notice and/or offer to provide you with an h&r block enrolled agent to represent you if you are audited.* 4. call 1-800-hrblock to initiate audit services that you may need. conditions apply. view the complete terms and conditions for details. questions & answers: q. can i do my taxes by hand and then sign up for worry-free audit support? a. no. h&r block worry-free audit support is only offered for returns e-filed with an h&r block digital tax product. q. who will benefit using worry-free audit support? a. those clients who want no surprises after filing their taxes. it's a smart way to make sure you're covered no matter how complex your tax situation. the benefits of worry-free audit support will be invaluable in the event that you need representation because the irs questions your tax return. q. what is an enrolled agent? a. enrolled agents are tax professionals who have demonstrated special competence in tax matters and can represent taxpayers before the irs. enrolled agents do not provide legal representation signed power of attorney required. void where prohibited. q. what are the services offered with worry-free audit support? * enrolled agents do not provide legal representation signed power of attorney required. void where prohibited.","h&r block",39.99
"b00022pti4","microsoft windows xp professional full version with sp2","with windows xp professional edition with service pack 2 you get safer browsing and communication powerful security tools and improved experiences. windows xp is the operating system release that unifies the microsoft range with all the desktop versions now built on the nt/2000 code base rather than the shakier foundation of windows 95 98 and me. that makes xp a great upgrade for users of the now-obsolete 9x and me line but for those already on windows 2000 professional it is a closer call. despite the similar name there is no special synergy between windows xp and office xp which works fine on windows 2000. the security center lets you check the status of your essential security settings. xp certainly looks different with rounded window corners larger and more detailed icons and a clean-look desktop that on first installation shows only the taskbar and recycle bin. xp is also more customizable than earlier versions of windows and includes visual themes that let you change the whole appearance of windows in an instant. that is the window-dressing but underneath are some significant improvements. one of the most interesting is remote desktop. a standard xp feature this uses technology from microsoft terminal server to enable users to access their computer over any connection; for example by dialing into the office from home. this is not just file access--this technology lets you run applications remotely as if you were sitting at your desk at work. this is mature technology stable and carefully thought out. so for example you can print from a remote word processor to a local printer. a variation on the theme is remote assistance where the user can allow a remote helper to view their desktop or optionally gain control of the keyboard and mouse in order to troubleshoot a problem. the feature can also be disabled to ease security concerns. laptop users benefit from enhanced power management with options to extend battery life by reducing cpu speed and display brightness. irda support has been fixed so that unlike windows 2000 windows xp can easily use modems in mobile telephones via infrared. a new screen font cleartype improves legibility for laptop or other flat screens and there is built-in support for wireless networking using the popular 802.11 standard. a great feature of xp also found in windows 2000 is the ability to synchronize network files with offline copies. previously these files could not be stored securely but now they can be encrypted. the information bar in windows xp professional edition with service pack 2 notifies you when it blocks activex control or active content and then lets you decide what to do. for web browsing xp comes with internet explorer 6.0. the enhancements in ie 6.0 are mainly of interest to web developers and in any case microsoft makes ie freely available to all windows users. although java is not installed by default it is not difficult to download a java virtual machine (jvm). windows messenger originally a chat client has evolved into a collaboration tool that allows for video conferencing and application sharing. service pack 2 allows users to instruct internet explorer how to handle downloads from a specific publisher the most significant new feature for internet users is the built-in firewall. a firewall protects against one of the most disturbing security risks in which other users unknown to you might connect to your computer while it is online reading private files or causing other damage. xp's built-in firewall is a simple affair but it does prevent most types of unauthorized connection. windows xp has strong multimedia features. the new media player lets you copy music from cd to hard disk create your own playlist and write your own music cds if you have a cd writer. although there is loss of quality as a result of compression the process is easy and convenient. media player 8.0 can play back dvd video but only if a hardware or software dvd decoder is already installed. you can also play mp3 audio files and mpeg videos but sadly not the popular realmedia formats. in the end media player does nothing that you cannot also do with free alternatives but it is slick and nicely integrated. the xp user interface is not a radical departure from earlier versions of windows but there are a number of small changes that together add up to a significant improvement. the start menu now automatically features the most frequently used programs at the top of the list and you can add and remove shortcuts by right-clicking the icon and selecting pin or unpin from the pop-up menu. windows online help is integrated into a help and support center that works like an internal web site with searchable help tutorials and walk-throughs. windows xp professional includes all the features of windows xp home and adds support for dual processors encryptable file systems offline folders the remote desktop as described above and extra administration features that come into play when connected to a windows server domain. xp is demanding on hardware and it would be a mistake to install it on less than microsoft's recommended minimum requirements. there is also activation to consider a mildly annoying anti-piracy measure that requires you to obtain a code from microsoft for full installation and in the future if you reinstall or make major system changes. windows xp service pack 2 features internet explorer pop-up blocker makes browsing the internet more enjoyable by enabling you to reduce unwanted ads and content. internet explorer download monitoring warns you about potentially harmful downloads and gives you the option to block files that could be malicious. internet explorer information bar provides better information about events that are happening as you browse the web so it& 8217;s easier to know what& 8217;s going on and address potential security issues. windows security center allows you to easily view your security status and manage key security settings in one convenient place. windows firewall update automatically turned on by default this improved firewall helps protect windows xp from viruses worms and other security threats that can spread over the internet. improved wireless support dramatically improves and simplifies the process of discovering and connecting to wireless networks. bluetooth technologies enables you to easily connect to the latest bluetooth-enabled hardware devices such as keyboards cell phones and pdas. windows media player 9 series makes it easy to enjoy music video and broadband content with enhanced security.","microsoft",299.99
